column,USEFUL,type
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.additional_studies.additional_study.project_code,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.bcr_aliquot_barcode,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.bcr_aliquot_uuid,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.bcr_biospecimen_canonical_reasons.bcr_canonical_reason,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.biospecimen_barcode_bottom,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.center_id,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.concentration,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.day_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.month_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.plate_column,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.plate_id,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.plate_row,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.quantity,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.source_center,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.volume,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-3.year_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.additional_studies,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.bcr_aliquot_barcode,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.bcr_aliquot_uuid,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.bcr_biospecimen_canonical_reasons.bcr_canonical_reason,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.biospecimen_barcode_bottom,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.center_id,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.concentration,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.day_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.month_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.plate_column,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.plate_id,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.plate_row,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.quantity,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.source_center,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.volume,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-4.year_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.additional_studies,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.bcr_aliquot_barcode,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.bcr_aliquot_uuid,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.biospecimen_barcode_bottom,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.center_id,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.concentration,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.day_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.month_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.plate_column,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.plate_id,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.plate_row,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.quantity,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.source_center,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.volume,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-5.year_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.additional_studies,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.bcr_aliquot_barcode,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.bcr_aliquot_uuid,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.biospecimen_barcode_bottom,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.center_id,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.concentration,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.day_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.month_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.plate_column,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.plate_id,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.plate_row,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.quantity,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.source_center,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.volume,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot-6.year_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.additional_studies,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.additional_studies.additional_study.disease_code,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.additional_studies.additional_study.project_code,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.bcr_aliquot_barcode,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.bcr_aliquot_uuid,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.bcr_biospecimen_canonical_reasons.bcr_canonical_reason,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.biospecimen_barcode_bottom,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.center_id,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.concentration,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.day_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.month_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.plate_column,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.plate_id,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.plate_row,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.quantity,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.source_center,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.volume,N,
patient.samples.sample-2.portions.portion.analytes.analyte.aliquots.aliquot.year_of_shipment,N,
patient.samples.sample-2.portions.portion.analytes.analyte.analyte_type,N,
patient.samples.sample-2.portions.portion.analytes.analyte.analyte_type_id,N,
patient.samples.sample-2.portions.portion.analytes.analyte.bcr_analyte_barcode,N,
patient.samples.sample-2.portions.portion.analytes.analyte.bcr_analyte_uuid,N,
patient.samples.sample-2.portions.portion.analytes.analyte.concentration,N,
patient.samples.sample-2.portions.portion.analytes.analyte.dna.normal_tumor_genotype_match,N,
patient.samples.sample-2.portions.portion.analytes.analyte.dna.pcr_amplification_successful,N,
patient.samples.sample-2.portions.portion.analytes.analyte.gel_image_file,N,
patient.samples.sample-2.portions.portion.analytes.analyte.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion.analytes.analyte.protocols.protocol.experimental_protocol_type,N,
patient.samples.sample-2.portions.portion.analytes.analyte.protocols.protocol.protocol_file_name,N,
patient.samples.sample-2.portions.portion.analytes.analyte.protocols.protocol.protocol_name,N,
patient.samples.sample-2.portions.portion.analytes.analyte.spectrophotometer_method,N,
patient.samples.sample-2.portions.portion.analytes.analyte.subportion_sequence,N,
patient.samples.sample-2.portions.portion.analytes.analyte.well_number,N,
patient.samples.sample-2.portions.portion.bcr_portion_barcode,N,
patient.samples.sample-2.portions.portion.bcr_portion_uuid,N,
patient.samples.sample-2.portions.portion.day_of_creation,N,
patient.samples.sample-2.portions.portion.is_ffpe,N,
patient.samples.sample-2.portions.portion.lce,N,
patient.samples.sample-2.portions.portion.month_of_creation,N,
patient.samples.sample-2.portions.portion.portion_number,N,
patient.samples.sample-2.portions.portion.portion_sequence,N,
patient.samples.sample-2.portions.portion.slides,N,
patient.samples.sample-2.portions.portion.slides.slide-2.additional_studies,N,
patient.samples.sample-2.portions.portion.slides.slide-2.bcr_slide_barcode,N,
patient.samples.sample-2.portions.portion.slides.slide-2.bcr_slide_uuid,N,
patient.samples.sample-2.portions.portion.slides.slide-2.image_file_name,N,
patient.samples.sample-2.portions.portion.slides.slide-2.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion.slides.slide-2.number_proliferating_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-2.percent_eosinophil_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-2.percent_granulocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-2.percent_inflam_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-2.percent_lymphocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-2.percent_monocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-2.percent_necrosis,N,
patient.samples.sample-2.portions.portion.slides.slide-2.percent_neutrophil_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-2.percent_normal_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-2.percent_stromal_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-2.percent_tumor_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-2.percent_tumor_nuclei,N,
patient.samples.sample-2.portions.portion.slides.slide-2.section_location,N,
patient.samples.sample-2.portions.portion.slides.slide-3.additional_studies,N,
patient.samples.sample-2.portions.portion.slides.slide-3.bcr_slide_barcode,N,
patient.samples.sample-2.portions.portion.slides.slide-3.bcr_slide_uuid,N,
patient.samples.sample-2.portions.portion.slides.slide-3.image_file_name,N,
patient.samples.sample-2.portions.portion.slides.slide-3.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion.slides.slide-3.number_proliferating_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-3.percent_eosinophil_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-3.percent_granulocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-3.percent_inflam_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-3.percent_lymphocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-3.percent_monocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-3.percent_necrosis,N,
patient.samples.sample-2.portions.portion.slides.slide-3.percent_neutrophil_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-3.percent_normal_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-3.percent_stromal_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-3.percent_tumor_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-3.percent_tumor_nuclei,N,
patient.samples.sample-2.portions.portion.slides.slide-3.section_location,N,
patient.samples.sample-2.portions.portion.slides.slide-4.additional_studies,N,
patient.samples.sample-2.portions.portion.slides.slide-4.bcr_slide_barcode,N,
patient.samples.sample-2.portions.portion.slides.slide-4.bcr_slide_uuid,N,
patient.samples.sample-2.portions.portion.slides.slide-4.image_file_name,N,
patient.samples.sample-2.portions.portion.slides.slide-4.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion.slides.slide-4.number_proliferating_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-4.percent_eosinophil_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-4.percent_granulocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-4.percent_inflam_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-4.percent_lymphocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-4.percent_monocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-4.percent_necrosis,N,
patient.samples.sample-2.portions.portion.slides.slide-4.percent_neutrophil_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-4.percent_normal_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-4.percent_stromal_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-4.percent_tumor_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-4.percent_tumor_nuclei,N,
patient.samples.sample-2.portions.portion.slides.slide-4.section_location,N,
patient.samples.sample-2.portions.portion.slides.slide-5.additional_studies,N,
patient.samples.sample-2.portions.portion.slides.slide-5.bcr_slide_barcode,N,
patient.samples.sample-2.portions.portion.slides.slide-5.bcr_slide_uuid,N,
patient.samples.sample-2.portions.portion.slides.slide-5.image_file_name,N,
patient.samples.sample-2.portions.portion.slides.slide-5.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion.slides.slide-5.number_proliferating_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-5.percent_eosinophil_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-5.percent_granulocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-5.percent_inflam_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-5.percent_lymphocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-5.percent_monocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-5.percent_necrosis,N,
patient.samples.sample-2.portions.portion.slides.slide-5.percent_neutrophil_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-5.percent_normal_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-5.percent_stromal_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-5.percent_tumor_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-5.percent_tumor_nuclei,N,
patient.samples.sample-2.portions.portion.slides.slide-5.section_location,N,
patient.samples.sample-2.portions.portion.slides.slide-6.additional_studies,N,
patient.samples.sample-2.portions.portion.slides.slide-6.bcr_slide_barcode,N,
patient.samples.sample-2.portions.portion.slides.slide-6.bcr_slide_uuid,N,
patient.samples.sample-2.portions.portion.slides.slide-6.image_file_name,N,
patient.samples.sample-2.portions.portion.slides.slide-6.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion.slides.slide-6.number_proliferating_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-6.percent_eosinophil_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-6.percent_granulocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-6.percent_inflam_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-6.percent_lymphocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-6.percent_monocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-6.percent_necrosis,N,
patient.samples.sample-2.portions.portion.slides.slide-6.percent_neutrophil_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide-6.percent_normal_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-6.percent_stromal_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-6.percent_tumor_cells,N,
patient.samples.sample-2.portions.portion.slides.slide-6.percent_tumor_nuclei,N,
patient.samples.sample-2.portions.portion.slides.slide-6.section_location,N,
patient.samples.sample-2.portions.portion.slides.slide.additional_studies,N,
patient.samples.sample-2.portions.portion.slides.slide.bcr_slide_barcode,N,
patient.samples.sample-2.portions.portion.slides.slide.bcr_slide_uuid,N,
patient.samples.sample-2.portions.portion.slides.slide.image_file_name,N,
patient.samples.sample-2.portions.portion.slides.slide.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion.slides.slide.number_proliferating_cells,N,
patient.samples.sample-2.portions.portion.slides.slide.percent_eosinophil_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide.percent_granulocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide.percent_inflam_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide.percent_lymphocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide.percent_monocyte_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide.percent_necrosis,N,
patient.samples.sample-2.portions.portion.slides.slide.percent_neutrophil_infiltration,N,
patient.samples.sample-2.portions.portion.slides.slide.percent_normal_cells,N,
patient.samples.sample-2.portions.portion.slides.slide.percent_stromal_cells,N,
patient.samples.sample-2.portions.portion.slides.slide.percent_tumor_cells,N,
patient.samples.sample-2.portions.portion.slides.slide.percent_tumor_nuclei,N,
patient.samples.sample-2.portions.portion.slides.slide.section_location,N,
patient.samples.sample-2.portions.portion.weight,N,
patient.samples.sample-2.portions.portion.year_of_creation,N,
patient.samples.sample-2.portions.shipment_portion.additional_studies,N,
patient.samples.sample-2.portions.shipment_portion.bcr_shipment_portion_uuid,N,
patient.samples.sample-2.portions.shipment_portion.center_id,N,
patient.samples.sample-2.portions.shipment_portion.is_ffpe,N,
patient.samples.sample-2.portions.shipment_portion.plate_id,N,
patient.samples.sample-2.portions.shipment_portion.portion_number,N,
patient.samples.sample-2.portions.shipment_portion.portion_sequence,N,
patient.samples.sample-2.portions.shipment_portion.shipment_portion_bcr_aliquot_barcode,N,
patient.samples.sample-2.portions.shipment_portion.shipment_portion_day_of_shipment,N,
patient.samples.sample-2.portions.shipment_portion.shipment_portion_month_of_shipment,N,
patient.samples.sample-2.portions.shipment_portion.shipment_portion_year_of_shipment,N,
patient.samples.sample-2.preservation_method,N,
patient.samples.sample-2.sample_type,N,
patient.samples.sample-2.sample_type_id,N,
patient.samples.sample-2.shortest_dimension,N,
patient.samples.sample-2.time_between_clamping_and_freezing,N,
patient.samples.sample-2.time_between_excision_and_freezing,N,
patient.samples.sample-2.tissue_type,N,
patient.samples.sample-2.tumor_descriptor,N,
patient.samples.sample-2.tumor_pathology,N,
patient.samples.sample-2.vial_number,N,
patient.samples.sample-3.additional_studies,N,
patient.samples.sample-3.bcr_biospecimen_canonical_reasons.bcr_canonical_reason,N,
patient.samples.sample-3.bcr_sample_barcode,N,
patient.samples.sample-3.bcr_sample_uuid,N,
patient.samples.sample-3.biospecimen_sequence,N,
patient.samples.sample-3.composition,N,
patient.samples.sample-3.current_weight,N,
patient.samples.sample-3.days_to_collection,N,
patient.samples.sample-3.days_to_sample_procurement,N,
patient.samples.sample-3.diagnostic_slides.additional_studies,N,
patient.samples.sample-3.freezing_method,N,
patient.samples.sample-3.initial_weight,N,
patient.samples.sample-3.intermediate_dimension,N,
patient.samples.sample-3.is_ffpe,N,
patient.samples.sample-3.longest_dimension,N,
patient.samples.sample-3.method_of_sample_procurement,N,
patient.samples.sample-3.oct_embedded,N,
patient.samples.sample-3.other_method_of_sample_procurement,N,
patient.samples.sample-3.pathology_report_file_name,N,
patient.samples.sample-3.pathology_report_uuid,N,
patient.samples.sample-3.portions.portion-2.additional_studies,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.a260_a280_ratio,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.additional_studies,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.additional_studies.additional_study.disease_code,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.additional_studies.additional_study.project_code,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.bcr_aliquot_barcode,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.bcr_aliquot_uuid,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.bcr_biospecimen_canonical_reasons.bcr_canonical_reason,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.biospecimen_barcode_bottom,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.center_id,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.concentration,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.day_of_shipment,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.is_derived_from_ffpe,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.month_of_shipment,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.plate_column,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.plate_id,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.plate_row,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.quantity,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.source_center,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.volume,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.aliquots.aliquot.year_of_shipment,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.analyte_type,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.analyte_type_id,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.bcr_analyte_barcode,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.bcr_analyte_uuid,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.concentration,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.dna.normal_tumor_genotype_match,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.dna.pcr_amplification_successful,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.gel_image_file,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.is_derived_from_ffpe,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.protocols.protocol.experimental_protocol_type,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.protocols.protocol.protocol_file_name,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.protocols.protocol.protocol_name,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.spectrophotometer_method,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.subportion_sequence,N,
patient.samples.sample-3.portions.portion-2.analytes.analyte.well_number,N,
patient.samples.sample-3.portions.portion-2.bcr_portion_barcode,N,
patient.samples.sample-3.portions.portion-2.bcr_portion_uuid,N,
patient.samples.sample-3.portions.portion-2.day_of_creation,N,
patient.samples.sample-3.portions.portion-2.is_ffpe,N,
patient.samples.sample-3.portions.portion-2.lce,N,
patient.samples.sample-3.portions.portion-2.month_of_creation,N,
patient.samples.sample-3.portions.portion-2.portion_number,N,
patient.samples.sample-3.portions.portion-2.portion_sequence,N,
patient.samples.sample-3.portions.portion-2.slides,N,
patient.samples.sample-3.portions.portion-2.weight,N,
patient.samples.sample-3.portions.portion-2.year_of_creation,N,
patient.samples.sample-3.portions.portion.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.a260_a280_ratio,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.bcr_aliquot_barcode,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.bcr_aliquot_uuid,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.biospecimen_barcode_bottom,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.center_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.concentration,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.day_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.is_derived_from_ffpe,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.month_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.plate_column,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.plate_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.plate_row,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.quantity,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.source_center,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.volume,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-2.year_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.bcr_aliquot_barcode,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.bcr_aliquot_uuid,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.biospecimen_barcode_bottom,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.center_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.concentration,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.day_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.is_derived_from_ffpe,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.month_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.plate_column,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.plate_id,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.plate_row,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.quantity,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.source_center,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.volume,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot-3.year_of_shipment,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.additional_studies,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.bcr_aliquot_barcode,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.bcr_aliquot_uuid,N,
patient.samples.sample-3.portions.portion.analytes.analyte-2.aliquots.aliquot.biospecimen_barcode_bottom,N,
